Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DailyHours,MonthlyWorkingHours,Salary_per_hour
30,No,Travel_Rarely,201,Research & Development,5,3,Technical Degree,4,Female,84,3,1,Research Scientist,1,Divorced,5,No,14,3,4,1,8,3,3,3,2,2,2,8,176,18.204545454545453
30,No,Travel_Rarely,1427,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,0,No,13,3,4,0,6,3,3,5,3,1,2,8,176,15.454545454545455
41,No,Travel_Frequently,857,Research & Development,10,3,Life Sciences,4,Male,91,2,4,Manager,1,Divorced,4,No,13,3,2,1,21,2,2,7,6,7,7,8,176,97.61931818181819
41,No,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2,No,21,4,4,1,7,2,3,5,0,1,4,8,176,12.715909090909092
19,No,Travel_Rarely,1181,Research & Development,3,1,Medical,2,Female,79,3,1,Laboratory Technician,2,Single,1,No,14,3,4,0,1,3,3,1,0,0,0,8,176,8.426136363636363
40,No,Travel_Frequently,1395,Research & Development,26,3,Medical,2,Female,54,3,2,Research Scientist,2,Divorced,1,No,11,3,1,1,20,2,3,20,7,2,13,8,176,31.84659090909091
35,No,Travel_Rarely,662,Sales,1,5,Marketing,3,Male,94,3,3,Sales Executive,2,Married,1,No,13,3,1,2,10,3,3,10,8,0,6,8,176,41.44886363636363
53,No,Travel_Rarely,1436,Sales,6,2,Marketing,2,Male,34,3,2,Sales Representative,3,Married,2,Yes,20,4,4,1,13,3,1,7,7,4,5,10,220,10.481818181818182
45,No,Travel_Rarely,194,Research & Development,9,3,Life Sciences,2,Male,60,3,2,Laboratory Technician,2,Divorced,8,No,18,3,3,1,20,2,1,17,9,0,15,8,176,13.340909090909092
32,No,Travel_Frequently,967,Sales,8,3,Marketing,2,Female,43,3,3,Sales Executive,4,Single,1,No,14,3,4,0,9,2,3,9,8,3,7,8,176,51.125
29,No,Non-Travel,1496,Research & Development,1,1,Technical Degree,4,Male,41,3,2,Manufacturing Director,3,Married,1,No,13,3,1,1,10,1,3,10,7,0,9,8,176,24.539772727272727
51,No,Travel_Rarely,1169,Research & Development,7,4,Medical,2,Male,34,2,2,Manufacturing Director,3,Married,2,No,17,3,3,0,10,2,3,1,0,0,0,8,176,34.84090909090909
58,No,Travel_Rarely,1145,Research & Development,9,3,Medical,2,Female,75,2,1,Research Scientist,2,Married,4,Yes,20,4,2,1,9,3,2,1,0,0,0,10,220,15.209090909090909
40,No,Travel_Rarely,630,Sales,4,4,Marketing,3,Male,67,2,3,Sales Executive,4,Married,7,No,11,3,1,1,15,2,2,12,11,2,11,8,176,61.67613636363637
34,No,Travel_Frequently,303,Sales,2,4,Marketing,3,Female,75,3,1,Sales Representative,3,Married,6,No,18,3,4,1,6,3,3,4,3,1,2,8,176,12.676136363636363
22,No,Travel_Rarely,1256,Research & Development,19,1,Medical,3,Male,80,3,1,Research Scientist,4,Married,1,No,24,4,1,2,2,6,3,2,2,2,2,8,176,13.198863636363637
27,No,Non-Travel,691,Research & Development,9,3,Medical,4,Male,57,3,1,Research Scientist,2,Divorced,6,No,18,3,4,1,6,1,1,2,2,2,2,8,176,11.5
28,No,Travel_Rarely,440,Research & Development,21,3,Medical,3,Male,42,3,1,Research Scientist,4,Married,1,No,11,3,3,1,5,2,1,5,2,0,2,8,176,15.414772727272727
57,No,Travel_Rarely,334,Research & Development,24,2,Life Sciences,3,Male,83,4,3,Healthcare Representative,4,Divorced,3,Yes,16,3,2,1,12,2,1,5,3,1,4,10,220,42.904545454545456
27,No,Non-Travel,1450,Research & Development,3,3,Medical,3,Male,79,2,1,Research Scientist,3,Divorced,1,Yes,15,3,4,1,1,2,2,1,1,0,1,10,220,11.663636363636364
50,No,Travel_Rarely,1452,Research & Development,11,3,Life Sciences,3,Female,53,3,5,Manager,2,Single,3,No,15,3,2,0,21,5,3,5,4,4,4,8,176,113.2159090909091
41,No,Travel_Rarely,465,Research & Development,14,3,Life Sciences,1,Male,56,3,1,Research Scientist,3,Divorced,4,No,12,3,1,1,13,2,3,9,8,1,8,8,176,13.926136363636363
30,No,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,2,No,12,3,3,1,12,2,3,10,9,7,4,8,176,53.51704545454545
38,No,Travel_Rarely,702,Sales,1,4,Life Sciences,1,Female,59,2,2,Sales Executive,4,Single,4,No,22,4,3,0,12,2,4,8,3,0,7,8,176,49.35227272727273
32,No,Travel_Rarely,120,Research & Development,6,5,Life Sciences,3,Male,43,3,1,Research Scientist,3,Single,3,No,20,4,1,0,8,2,3,5,4,1,4,8,176,17.261363636363637
27,No,Travel_Rarely,1157,Research & Development,17,3,Technical Degree,3,Male,51,3,1,Research Scientist,2,Married,0,Yes,16,3,4,1,6,3,2,5,2,1,1,10,220,13.9
19,Yes,Travel_Frequently,602,Sales,1,1,Technical Degree,3,Female,100,1,1,Sales Representative,1,Single,0,No,21,4,1,0,1,5,4,0,0,0,0,8,176,13.210227272727273
36,No,Travel_Frequently,1480,Research & Development,3,2,Medical,4,Male,30,3,1,Laboratory Technician,2,Single,4,No,12,3,3,0,13,3,2,8,7,7,2,8,176,11.863636363636363
30,No,Non-Travel,111,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,1,No,11,3,3,2,12,4,3,12,9,6,10,8,176,17.454545454545453
45,No,Travel_Rarely,1268,Sales,4,2,Life Sciences,3,Female,30,3,2,Sales Executive,1,Divorced,4,Yes,11,3,1,1,9,3,4,5,4,0,3,10,220,22.754545454545454
56,No,Travel_Rarely,713,Research & Development,8,3,Life Sciences,3,Female,67,3,1,Research Scientist,1,Divorced,4,Yes,18,3,3,1,19,3,3,2,2,2,2,10,220,19.35
33,No,Travel_Rarely,134,Research & Development,2,3,Life Sciences,3,Male,90,3,1,Research Scientist,4,Single,0,No,14,3,1,0,4,2,4,3,1,0,2,8,176,14.204545454545455
19,Yes,Travel_Rarely,303,Research & Development,2,3,Life Sciences,2,Male,47,2,1,Laboratory Technician,4,Single,1,No,22,4,3,0,1,3,2,1,0,1,0,8,176,6.261363636363637
46,No,Travel_Rarely,526,Sales,1,2,Marketing,2,Female,92,3,3,Sales Executive,1,Divorced,1,No,25,4,3,3,24,2,3,24,13,15,7,8,176,59.39204545454545
38,No,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,3,Female,75,3,1,Laboratory Technician,4,Single,1,No,12,3,3,0,2,3,3,2,2,2,1,8,176,13.0
31,No,Travel_Rarely,140,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,8,Yes,23,4,3,1,7,0,3,4,2,0,2,10,220,17.85909090909091
34,No,Travel_Rarely,629,Research & Development,27,2,Medical,4,Female,95,3,1,Research Scientist,2,Single,2,No,15,3,4,0,9,3,3,3,2,1,2,8,176,13.130681818181818
41,Yes,Travel_Rarely,1356,Sales,20,2,Marketing,2,Female,70,3,1,Sales Representative,2,Single,1,Yes,22,4,4,0,4,5,2,4,3,0,2,10,220,14.272727272727273
50,No,Travel_Rarely,328,Research & Development,1,3,Medical,3,Male,86,2,1,Laboratory Technician,3,Married,2,No,15,3,4,1,5,2,2,3,2,0,2,8,176,20.96590909090909
53,No,Travel_Rarely,1084,Research & Development,13,2,Medical,4,Female,57,4,2,Manufacturing Director,1,Divorced,1,No,11,3,3,2,5,3,3,4,2,1,3,8,176,25.28409090909091
33,No,Travel_Rarely,931,Research & Development,14,3,Medical,4,Female,72,3,1,Research Scientist,2,Married,1,No,13,3,4,1,8,5,3,8,7,1,6,8,176,15.659090909090908
40,No,Travel_Rarely,989,Research & Development,4,1,Medical,4,Female,46,3,5,Manager,3,Married,1,No,14,3,2,1,21,2,3,20,8,9,9,8,176,108.14204545454545
55,No,Travel_Rarely,692,Research & Development,14,4,Medical,3,Male,61,4,5,Research Director,2,Single,8,No,11,3,4,0,36,3,3,24,15,2,15,8,176,106.375
34,No,Travel_Frequently,1069,Research & Development,2,1,Life Sciences,4,Male,45,2,2,Manufacturing Director,3,Married,1,No,17,3,3,0,10,2,2,10,9,1,9,8,176,54.24431818181818
51,No,Travel_Rarely,313,Research & Development,3,3,Medical,4,Female,98,3,4,Healthcare Representative,2,Single,3,No,18,3,3,0,21,6,3,7,7,1,0,8,176,78.0340909090909
52,No,Travel_Rarely,699,Research & Development,1,4,Life Sciences,3,Male,65,2,5,Manager,3,Married,0,No,14,3,1,1,34,5,3,33,18,11,9,8,176,113.63068181818181
27,No,Travel_Rarely,894,Research & Development,9,3,Medical,4,Female,99,3,1,Research Scientist,2,Single,1,No,16,3,4,0,7,2,2,7,7,0,3,8,176,12.948863636363637
35,Yes,Travel_Rarely,556,Research & Development,23,2,Life Sciences,2,Male,50,2,2,Manufacturing Director,3,Married,3,Yes,13,3,1,0,8,1,3,1,0,0,1,10,220,26.89090909090909
43,No,Non-Travel,1344,Research & Development,7,3,Medical,4,Male,37,4,1,Research Scientist,4,Divorced,4,No,14,3,4,3,7,3,4,5,4,2,2,8,176,11.869318181818182
45,No,Non-Travel,1195,Research & Development,2,2,Medical,1,Male,65,2,4,Manager,4,Married,9,No,23,4,4,1,22,1,3,20,8,11,8,8,176,95.4090909090909
37,No,Travel_Rarely,290,Research & Development,21,3,Life Sciences,2,Male,65,4,1,Research Scientist,1,Married,1,Yes,12,3,1,1,8,3,2,8,7,1,7,10,220,16.2
35,No,Travel_Frequently,138,Research & Development,2,3,Medical,2,Female,37,3,2,Laboratory Technician,2,Single,5,No,11,3,4,0,10,5,3,6,2,1,2,8,176,25.142045454545453
42,No,Non-Travel,926,Research & Development,21,2,Medical,3,Female,36,3,2,Manufacturing Director,3,Divorced,2,No,16,3,2,1,11,5,3,5,3,0,2,8,176,29.914772727272727
38,No,Travel_Rarely,1261,Research & Development,2,4,Life Sciences,4,Male,88,3,2,Manufacturing Director,3,Married,9,No,14,3,2,0,14,3,3,1,0,0,0,8,176,37.23295454545455
38,No,Travel_Rarely,1084,Research & Development,29,3,Technical Degree,4,Male,54,3,2,Manufacturing Director,4,Married,3,No,18,3,1,1,9,3,1,7,7,1,7,8,176,35.57386363636363
27,No,Travel_Frequently,472,Research & Development,1,1,Technical Degree,3,Male,60,2,2,Manufacturing Director,1,Married,5,No,19,3,3,1,6,1,3,2,2,2,0,8,176,24.420454545454547
49,No,Non-Travel,1002,Research & Development,18,4,Life Sciences,4,Male,92,3,2,Manufacturing Director,4,Divorced,1,Yes,15,3,1,2,7,0,3,7,7,1,7,10,220,30.927272727272726
34,No,Travel_Frequently,878,Research & Development,10,4,Medical,4,Male,43,3,1,Research Scientist,3,Divorced,1,Yes,17,3,4,1,5,4,4,5,3,2,0,10,220,17.34090909090909
40,No,Travel_Rarely,905,Research & Development,19,2,Medical,3,Male,99,3,2,Laboratory Technician,4,Married,8,Yes,15,3,3,1,15,2,4,7,2,3,7,10,220,12.459090909090909
38,Yes,Travel_Rarely,1180,Research & Development,29,1,Medical,2,Male,70,3,2,Healthcare Representative,1,Married,7,Yes,19,3,2,0,17,2,3,1,0,0,0,10,220,30.331818181818182
29,Yes,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,1,No,22,4,4,3,10,3,2,10,4,1,9,8,176,43.40340909090909
22,No,Travel_Rarely,1136,Research & Development,5,3,Life Sciences,4,Male,60,4,1,Research Scientist,2,Divorced,1,Yes,16,3,1,1,4,2,2,4,2,2,2,10,220,10.581818181818182
36,No,Travel_Frequently,635,Research & Development,18,1,Medical,2,Female,73,3,1,Laboratory Technician,4,Single,1,No,13,3,1,0,8,2,3,8,1,1,7,8,176,12.232954545454545
40,No,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,9,No,14,3,4,1,5,5,1,3,2,0,2,8,176,27.704545454545453
46,No,Travel_Rarely,644,Research & Development,1,4,Medical,4,Male,97,3,3,Healthcare Representative,1,Divorced,7,No,16,3,3,1,17,3,3,4,2,0,3,8,176,53.38636363636363
32,Yes,Travel_Rarely,1045,Sales,4,4,Medical,4,Male,32,1,3,Sales Executive,4,Married,1,No,11,3,3,0,14,2,2,14,8,9,8,8,176,59.09090909090909
30,No,Non-Travel,829,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,1,No,22,4,3,0,12,2,3,11,8,5,8,8,176,48.14772727272727
27,No,Travel_Frequently,1242,Sales,20,3,Life Sciences,4,Female,90,3,2,Sales Executive,3,Single,1,No,14,3,4,0,7,2,3,7,7,0,7,8,176,56.71022727272727
51,No,Travel_Rarely,1469,Research & Development,8,4,Life Sciences,2,Male,81,2,3,Research Director,2,Married,5,No,16,3,4,2,16,5,1,10,9,4,7,8,176,70.9659090909091
30,Yes,Travel_Rarely,1005,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,5,Yes,11,3,3,0,8,5,3,5,2,0,4,10,220,12.077272727272728
41,No,Travel_Rarely,896,Sales,6,3,Life Sciences,4,Female,75,3,3,Manager,4,Single,3,Yes,18,3,3,0,16,3,3,1,0,0,0,10,220,61.777272727272724
30,Yes,Travel_Frequently,334,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,5,No,15,3,3,0,9,5,2,6,3,0,1,8,176,38.04545454545455
29,Yes,Travel_Rarely,992,Research & Development,1,3,Technical Degree,3,Male,85,3,1,Research Scientist,3,Single,0,No,14,3,4,0,7,1,2,6,2,1,5,8,176,11.693181818181818
45,No,Non-Travel,1052,Sales,6,3,Medical,4,Female,57,2,3,Sales Executive,4,Single,6,No,12,3,4,0,23,2,3,19,7,12,8,8,176,50.36931818181818
54,No,Travel_Rarely,1147,Sales,3,3,Marketing,4,Female,52,3,2,Sales Executive,1,Married,2,No,14,3,4,1,16,4,3,6,2,0,5,8,176,33.75
36,No,Travel_Rarely,1396,Research & Development,5,2,Life Sciences,4,Male,62,3,2,Laboratory Technician,2,Single,8,No,16,3,4,0,16,3,4,13,11,3,7,8,176,33.60227272727273
33,No,Travel_Rarely,147,Research & Development,4,4,Medical,3,Female,47,2,1,Research Scientist,2,Married,6,No,21,4,4,0,7,3,3,3,2,1,1,8,176,14.897727272727273
37,No,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,1,Yes,14,3,3,3,10,1,3,10,8,0,7,10,220,55.38636363636363
38,No,Travel_Rarely,119,Sales,3,3,Life Sciences,1,Male,76,3,3,Sales Executive,3,Divorced,0,No,12,3,3,2,17,6,2,16,10,5,13,8,176,60.27840909090909
31,No,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,0,No,12,3,4,1,6,2,3,5,4,1,4,8,176,24.6875
59,No,Travel_Rarely,142,Research & Development,3,3,Life Sciences,3,Male,70,2,1,Research Scientist,4,Married,3,No,17,3,1,1,7,6,3,1,0,0,0,8,176,12.369318181818182
37,No,Travel_Frequently,319,Sales,4,4,Marketing,1,Male,41,3,1,Sales Representative,4,Divorced,4,No,17,3,3,1,13,2,3,9,8,5,8,8,176,15.869318181818182
29,No,Travel_Frequently,1413,Sales,1,1,Medical,2,Female,42,3,3,Sales Executive,4,Married,1,No,14,3,4,1,11,5,3,11,10,4,1,8,176,44.98863636363637
35,No,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,1,No,14,3,1,0,10,3,4,10,7,0,8,8,176,49.9375
29,Yes,Travel_Rarely,896,Research & Development,18,1,Medical,3,Male,86,2,1,Research Scientist,4,Single,1,Yes,13,3,3,0,4,3,2,4,3,0,1,10,220,10.85909090909091
52,No,Travel_Rarely,1323,Research & Development,2,3,Life Sciences,3,Female,89,2,1,Laboratory Technician,4,Single,7,No,15,3,2,0,6,3,2,2,2,2,2,8,176,18.25
42,No,Travel_Rarely,532,Research & Development,4,2,Technical Degree,3,Male,58,3,5,Manager,4,Married,1,No,11,3,4,0,22,3,3,22,17,11,15,8,176,109.27272727272727
59,No,Travel_Rarely,818,Human Resources,6,2,Medical,2,Male,52,3,1,Human Resources,3,Married,8,No,17,3,4,0,7,2,2,2,2,2,2,8,176,12.880681818181818
50,No,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,3,No,11,3,3,1,32,3,2,7,0,0,6,8,176,110.89204545454545
33,Yes,Travel_Rarely,813,Research & Development,14,3,Medical,3,Male,58,3,1,Laboratory Technician,4,Married,5,Yes,13,3,3,1,8,2,1,5,4,0,4,10,220,11.072727272727272
43,No,Travel_Rarely,1034,Sales,16,3,Marketing,4,Female,80,3,4,Manager,4,Married,5,Yes,22,4,3,1,22,3,3,17,13,1,9,10,220,73.01818181818182
33,Yes,Travel_Rarely,465,Research & Development,2,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,1,Married,7,No,20,4,1,0,13,3,4,9,7,1,7,8,176,15.380681818181818
52,No,Non-Travel,771,Sales,2,4,Life Sciences,1,Male,79,2,5,Manager,3,Single,1,Yes,18,3,4,0,33,2,4,33,7,15,12,10,220,86.67272727272727
32,No,Travel_Rarely,1401,Sales,4,2,Life Sciences,3,Female,56,3,1,Sales Representative,2,Married,2,No,11,3,1,1,6,5,3,4,3,1,2,8,176,22.335227272727273
32,Yes,Travel_Rarely,515,Research & Development,1,3,Life Sciences,4,Male,62,2,1,Laboratory Technician,3,Single,0,Yes,14,3,4,0,4,2,1,3,2,1,2,10,220,16.954545454545453
39,No,Travel_Rarely,1431,Research & Development,1,4,Medical,3,Female,96,3,1,Laboratory Technician,3,Divorced,7,No,14,3,3,3,7,1,3,3,2,1,2,8,176,12.681818181818182
32,No,Non-Travel,976,Sales,26,4,Marketing,3,Male,100,3,2,Sales Executive,4,Married,0,No,18,3,1,0,4,2,3,3,2,2,2,8,176,25.369318181818183
41,No,Travel_Rarely,1411,Research & Development,19,2,Life Sciences,3,Male,36,3,2,Research Scientist,1,Divorced,2,No,16,3,1,2,17,2,2,1,0,0,0,8,176,17.454545454545453
40,No,Travel_Rarely,1300,Research & Development,24,2,Technical Degree,1,Male,62,3,2,Research Scientist,4,Divorced,1,No,17,3,1,2,9,3,3,9,8,4,7,8,176,18.857954545454547
45,No,Travel_Rarely,252,Research & Development,1,3,Other,3,Male,70,4,5,Manager,4,Married,0,No,11,3,3,1,25,2,3,24,0,1,7,8,176,109.10227272727273
31,No,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,9,No,12,3,1,1,9,3,3,2,2,2,2,8,176,77.69886363636364
33,No,Travel_Rarely,832,Research & Development,5,4,Life Sciences,3,Female,63,2,1,Research Scientist,4,Married,1,No,13,3,3,1,2,2,2,2,2,0,2,8,176,16.539772727272727
34,No,Travel_Rarely,470,Research & Development,2,4,Life Sciences,4,Male,84,2,2,Manufacturing Director,1,Married,6,No,13,3,2,1,13,3,3,11,9,5,9,8,176,33.84659090909091
37,No,Travel_Rarely,1017,Research & Development,1,2,Medical,3,Female,83,2,1,Research Scientist,1,Married,2,No,14,3,1,1,17,2,2,3,1,0,2,8,176,22.272727272727273
45,No,Travel_Frequently,1199,Research & Development,7,4,Life Sciences,1,Male,77,4,2,Manufacturing Director,3,Married,4,No,17,3,4,1,9,1,3,3,2,0,2,8,176,36.55681818181818
37,Yes,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,6,No,11,3,2,2,17,5,3,1,0,0,0,8,176,57.09090909090909
39,No,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,0,No,25,4,4,0,20,1,3,19,6,11,8,8,176,62.14772727272727
29,No,Travel_Rarely,665,Research & Development,15,3,Life Sciences,3,Male,60,3,1,Research Scientist,4,Single,1,No,19,3,1,0,6,1,3,6,5,1,5,8,176,13.295454545454545
42,No,Travel_Rarely,916,Research & Development,17,2,Life Sciences,4,Female,82,4,2,Research Scientist,1,Single,3,Yes,13,3,3,0,10,1,3,3,2,0,2,10,220,29.75
29,No,Travel_Rarely,1247,Sales,20,2,Marketing,4,Male,45,3,2,Sales Executive,4,Divorced,2,No,14,3,4,1,10,2,3,3,2,0,2,8,176,39.38068181818182
25,No,Travel_Rarely,685,Research & Development,1,3,Life Sciences,1,Female,62,3,2,Manufacturing Director,3,Married,0,No,12,3,4,2,5,3,3,4,2,1,2,8,176,27.829545454545453
42,No,Travel_Rarely,269,Research & Development,2,3,Medical,4,Female,56,2,1,Laboratory Technician,1,Divorced,0,Yes,11,3,3,1,10,4,3,9,6,7,8,10,220,11.786363636363637
40,No,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,0,No,19,3,4,1,22,5,3,21,7,3,9,8,176,110.43181818181819
51,No,Travel_Rarely,833,Research & Development,1,3,Life Sciences,3,Male,96,3,1,Research Scientist,4,Married,1,No,11,3,2,0,1,0,2,1,0,0,0,8,176,15.471590909090908
31,Yes,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,0,No,11,3,2,0,6,2,4,5,4,1,4,8,176,19.767045454545453
32,No,Travel_Frequently,1311,Research & Development,7,3,Life Sciences,2,Male,100,4,1,Laboratory Technician,2,Married,1,No,20,4,3,0,5,3,1,5,1,0,3,8,176,15.875
38,No,Non-Travel,1327,Sales,2,2,Life Sciences,4,Male,39,2,2,Sales Executive,4,Married,3,No,18,3,4,1,13,0,3,8,7,7,5,8,176,29.823863636363637
32,No,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,4,No,13,3,4,0,9,5,3,6,2,0,4,8,176,12.363636363636363
46,No,Travel_Rarely,488,Sales,2,3,Technical Degree,3,Female,75,1,4,Manager,2,Married,3,Yes,12,3,2,1,28,2,2,7,7,7,7,10,220,76.69090909090909
28,Yes,Travel_Rarely,529,Research & Development,2,4,Life Sciences,1,Male,79,3,1,Laboratory Technician,3,Single,2,No,11,3,3,0,5,5,1,0,0,0,0,8,176,19.801136363636363
29,No,Travel_Rarely,1210,Sales,2,3,Medical,1,Male,78,2,2,Sales Executive,2,Married,2,No,19,3,2,2,10,2,3,0,0,0,0,8,176,37.75
31,No,Travel_Rarely,1463,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,0,No,21,4,2,1,10,2,3,9,0,7,8,8,176,31.71590909090909
25,No,Non-Travel,675,Research & Development,5,2,Life Sciences,2,Male,85,4,2,Healthcare Representative,1,Divorced,1,No,12,3,4,2,6,2,3,6,3,1,5,8,176,22.727272727272727
45,No,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,0,Yes,14,3,2,0,21,2,3,20,7,4,10,10,220,61.345454545454544
36,No,Travel_Rarely,1403,Research & Development,6,3,Life Sciences,4,Male,47,3,1,Laboratory Technician,4,Married,0,No,11,3,3,1,16,4,3,15,13,10,11,8,176,18.238636363636363
55,No,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,0,Yes,14,3,3,0,37,2,3,36,10,4,13,10,220,86.56818181818181
47,Yes,Non-Travel,666,Research & Development,29,4,Life Sciences,1,Male,88,3,3,Manager,2,Married,1,Yes,12,3,4,1,10,2,2,10,7,9,9,10,220,53.85909090909091
28,No,Travel_Rarely,1158,Research & Development,9,3,Medical,4,Male,94,3,1,Research Scientist,4,Married,1,No,23,4,4,1,5,3,2,5,2,0,4,8,176,11.761363636363637
37,No,Travel_Rarely,228,Sales,6,4,Medical,3,Male,98,3,2,Sales Executive,4,Married,4,No,14,3,2,1,7,5,4,5,4,0,1,8,176,36.94318181818182
21,No,Travel_Rarely,996,Research & Development,3,2,Medical,4,Male,100,2,1,Research Scientist,3,Single,1,No,17,3,1,0,3,4,4,3,2,1,0,8,176,18.352272727272727
37,No,Non-Travel,728,Research & Development,1,4,Medical,1,Female,80,3,3,Research Director,4,Divorced,2,Yes,18,3,1,2,15,2,3,5,2,0,2,10,220,61.83181818181818
35,No,Travel_Rarely,1315,Research & Development,22,3,Life Sciences,2,Female,71,4,3,Manager,2,Divorced,7,No,18,3,2,1,10,6,2,7,7,6,2,8,176,68.1590909090909
38,No,Travel_Rarely,322,Sales,7,2,Medical,1,Female,44,4,2,Sales Executive,1,Divorced,1,Yes,24,4,3,1,8,3,3,8,0,7,7,10,220,25.477272727272727
26,No,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,3,Female,84,3,2,Manufacturing Director,2,Divorced,1,No,20,4,1,1,6,6,1,6,5,1,4,8,176,36.34659090909091
50,No,Travel_Rarely,797,Research & Development,4,1,Life Sciences,1,Male,96,3,5,Research Director,2,Divorced,3,No,14,3,1,2,28,4,2,10,4,1,6,8,176,108.77272727272727
53,No,Travel_Rarely,1070,Research & Development,3,4,Medical,3,Male,45,3,4,Research Director,3,Married,3,Yes,16,3,4,3,21,5,2,5,3,1,3,10,220,79.92727272727272
42,No,Travel_Rarely,635,Sales,1,1,Life Sciences,2,Male,99,3,2,Sales Executive,3,Married,1,No,25,4,3,0,20,3,3,20,16,11,6,8,176,27.880681818181817
29,No,Travel_Frequently,442,Sales,2,2,Life Sciences,2,Male,44,3,2,Sales Executive,4,Single,1,No,18,3,1,0,10,3,2,10,7,0,9,8,176,25.875
55,No,Travel_Rarely,147,Research & Development,20,2,Technical Degree,2,Male,37,3,2,Laboratory Technician,4,Married,3,Yes,19,3,4,1,12,4,3,10,7,0,8,10,220,24.613636363636363
26,No,Travel_Frequently,496,Research & Development,11,2,Medical,1,Male,60,3,2,Healthcare Representative,1,Married,1,Yes,13,3,3,1,5,3,3,5,3,3,3,10,220,21.55
37,No,Travel_Rarely,1372,Research & Development,1,3,Life Sciences,4,Female,42,3,1,Research Scientist,4,Single,1,No,12,3,2,0,17,3,3,17,12,5,7,8,176,12.017045454545455
